t,easyData,easyData,easyData,easyData,mediumData,mediumData,mediumData,mediumData,mediumData,hardData,hardData,hardData,hardData,hardData,hardData,hardData
0.0,0.2051941771110467,-0.020471040836087417,0.3774804810026362,-0.010863112106770417,-0.01988954255009684,-0.13862590834893943,-0.3514653149008782,0.2873026402332053,0.4069522458222003,0.2799595787985561,-0.09399170075295978,-1.1921431429559568,-0.10096844711607453,-0.25496003622690555,-0.06377071673499331,0.15442267284385391
0.01001001001001001,0.17842514631601494,0.14884317171431333,0.16280898240083974,0.14010048505592593,-0.4427096836213239,-0.03439367060581905,0.2727311252111006,0.02036975001293484,0.8468689892565915,-0.48845645750214123,0.04540384305785919,-0.8328760923033206,0.2662749369449094,0.2862051340792341,0.06501724894771066,0.5441063671363117
0.02002002002002002,0.08563304776119554,-0.1397381297876954,-0.09378343083957918,-0.10385342358689816,-0.2612137061102175,0.009254968063134552,-0.1977386661044993,0.16648050042711815,0.8828563693185192,0.05558408558657996,0.029183029903120862,0.2279692189359539,-0.1617297405699582,-0.2562794684310647,-0.10755388318682915,0.7966545432807455
0.03003003003003003,-0.06051970620062544,-0.5205624789872138,0.21809938003520773,-0.08876762534769475,-0.10513481704346117,-0.07109135774461449,-0.13855272547124084,0.5412679695447954,0.19483286780190895,0.9574812403933192,0.3768436394243206,-1.2143586447581265,-0.1486615095882011,0.10620915034937395,-0.16910266233218696,1.1226772107808838
0.04004004004004004,0.5821919775103356,0.010254713052130597,0.4033205913451976,-0.040078588403907774,-0.3589117003585052,0.03804333774335729,0.490118885772705,0.20147389628714013,0.7678288961012592,0.36998405815505575,-0.05816688341534311,-0.8749779973446359,-0.16663577892633605,0.005571496125245398,0.04940783863898481,1.0649671558205853
0.050050050050050046,-0.30172715494636093,0.23964414711013896,0.7931296378773243,0.12989234686748877,-0.22396435349948987,0.369594941489871,0.27789452932523173,0.6170903904669989,0.5102507535575416,1.5058449645053855,0.3095890507165589,-1.8010420411747017,-0.24292357289864944,-0.07871664610470562,0.12637835702802677,0.391037972843877
0.06006006006006006,-0.06041883828220131,0.32117548969377735,0.33902931787553564,-0.14198731381233778,-0.03748750259680022,-0.09689571369766015,-0.14667610931343567,-0.17518211564653746,0.16443505982276058,1.4338315737970486,-0.40361549735688274,-1.0934090312845524,0.22587372383896456,0.17287433940435326,0.08174407994036904,-0.1166707490271427
0.07007007007007007,-0.9232427142368713,-0.307056284891285,0.6884065194719582,0.02753624088523409,-0.1238212730224022,0.2960064496513147,1.3703819056621591,-0.06289356525595302,0.3918901486882964,0.30579081648185624,0.20542130367965716,-0.4917817272323232,-0.1372138433823823,-0.035358377075594645,-0.032776657687657994,0.32786425732372354
0.08008008008008008,-0.3455533922049106,0.04740885327536006,0.6186877776699793,0.007105547439443407,0.12289115338678586,0.07296327592912809,0.26653819641067006,0.13101280050675312,0.5534837986457604,1.669433439407189,0.1451120589456902,-0.3214378168399088,0.0732458191598264,0.21293845717170057,0.076503445079935,0.046250775690008794
0.09009009009009009,0.20503020263719482,0.5175210549852958,0.4475820315497797,0.010385942724683815,0.2755585880260227,0.08504269806972015,-0.1429615027293652,0.8465574922992789,0.460394332020331,0.5482151525680752,-0.20514414267885575,-1.701133237295494,0.22029360577012852,0.3417662635988354,0.004493474226276109,0.29207052022782626
0.10010010010010009,-0.2989439062865951,0.12740497757726454,0.46027144088245814,-0.029118814983393207,0.3820924229149469,0.012472276755804954,0.0062968050046911285,1.115153274930659,0.3301315211411713,0.8541618893701917,0.12882029449309648,-0.2948534900637257,0.04111527671434132,0.04580005343911997,-0.021794118791339936,1.3826718144348447
0.11011011011011011,-0.6328751504096783,-0.033795707397741404,0.3965408031835309,0.08727987457961778,-0.03253598294920918,0.11135661427255597,0.31165901618728264,0.5609403087920238,0.4066397247147001,-0.09916991050793872,0.296036031027027,0.2644856244416496,-0.055604590063469184,-0.015981579030242773,0.17965347777483634,1.0381639999220909
0.12012012012012012,-0.12322708008247894,0.04042081378068868,0.5694344520909094,0.03878396678443686,0.12281465879776715,-0.2691946057737956,0.9786844712866595,0.20098430249562632,0.07522512280409288,-0.9958930992955989,0.05565303275399586,-0.2565648453169642,0.11301194678437647,0.28196760085813616,-0.09181864675387982,0.5541186299861252
0.13013013013013014,0.16560534916599398,0.29599379024167416,1.0010010502700006,-0.023504276518684957,0.008104947009775272,0.13342337630996465,0.2830467564414707,0.9996795893618912,0.6240148481819628,0.12226536058369725,0.00898994472592481,0.1068942711894571,-0.0828230056389765,-0.13745341186004156,0.09262538502145361,1.4258895985777995
0.14014014014014015,0.7812513540826383,-0.35995926231983255,0.7368463499283373,0.05930865931584513,0.2562717384441828,-0.03698943324390186,-0.27230506127425586,0.3970717798365423,0.33917923433790237,0.32698927410489664,-0.08562250220078449,-0.7930043388771235,0.048118669307528034,-0.2224024885631299,0.0928411579141182,0.39835211079324273
0.15015015015015015,1.1869366350443828,0.39310239180360657,0.329076869824965,-0.0201504308995267,0.24475705256288208,0.19997113567654223,0.3763257537210773,0.7424109626406434,0.4504422323546554,-0.46101871416513496,-0.09284788323756604,0.4990985391984846,-0.05911954666435441,0.3829708441941603,-0.05590248758955704,0.25105766512238664
0.16016016016016016,0.3407812319565196,0.0967439412486809,0.7945142778054294,0.024069367992624338,-0.039113180274029685,-0.2524324146957773,0.08643978470532593,0.03508515031739545,0.6080858963544287,-0.13950131515588504,0.15870065141900644,-0.2362210981693937,0.028736052005516776,0.38693178162239567,-0.0701478685408045,1.2230367135005782
0.17017017017017017,-1.1018881409622516,-0.06149738904744753,0.4403226682808107,-0.026744717319117477,0.0847028262358223,-0.08701398216855837,-0.21333580513357844,0.4962858493174321,0.15868008781670573,1.74935598403668,0.04312967462907971,-1.2373453811591004,0.007371147888128437,0.032019124646411344,0.042590503869570195,1.2007357070841131
0.18018018018018017,0.4394291495238896,0.23245190595833565,-0.09516486058972201,0.062273862658369684,-0.43376833979562507,0.10593387503791377,-0.0739442469594699,0.47583724105783803,0.3060048273906505,0.14648056942692173,0.2583426508332642,0.6687183608585647,0.016900815111168175,-0.10988938960512683,-0.1479520572170819,0.8695922041256143
0.19019019019019018,0.2684402292066449,0.23729268479498042,0.172132717455511,-0.03097620205353392,0.02270331367704079,-0.007727061665038888,-0.28579786439266414,0.6070816462274388,0.724703998268253,0.7025346146134112,-0.036757008475978445,-0.25472633332985584,-0.21956820215143388,0.2071213476531422,-0.02553311330979638,1.6983189407867862
0.20020020020020018,0.6694957940840964,0.4975391590550366,0.7198437931341827,-0.10269741988805203,-0.08455838500123455,-0.32189115802798335,-0.2660690474099927,0.6758443030759969,0.4642121087643818,1.0060063007639795,-0.01602994951335299,-0.29176783610888024,0.2705925118826797,-0.08140623752572838,0.1279747175841375,0.7425020018252191
0.21021021021021022,-0.012010606986858637,-0.04564508693148961,0.266927861686413,0.03410347435009957,-0.0519832961362453,0.034876108977839944,-0.20429153615234755,1.0627469558347928,0.8850507842346675,0.7293750590729469,0.017355102341482784,-0.3979823846837426,-0.4208741114796825,0.22859136385509035,-0.3015223672568772,0.33962244510396533
0.22022022022022023,-0.36422092922755306,0.2551526455884443,0.20338860779561518,0.0021492923687055137,0.23435353894590422,0.0878939784905031,0.650661623438625,0.4052333118522062,0.5602437025932857,-0.35167104516121284,-0.49902720933085637,-1.777546379243805,0.10754204897727287,-0.2387065915035815,-0.04475941980533949,1.1933451781696962
0.23023023023023023,-1.123218273513351,0.255374015142688,0.28273352407713975,-0.01714098980067531,0.10861193201070013,-0.006201542712313455,-0.054982623901275986,0.5291077410199787,0.5591944889249484,1.8881537466528786,0.23701088718992228,-0.4923300306094587,0.06032446654375706,-0.09550437881825857,-0.13336512098579886,-0.20279213987187183
0.24024024024024024,-0.08471977100095411,-0.042203089493890567,0.16382117356297293,0.050227597218510715,-0.09055763176163908,-0.15947812721464819,-0.0787579108805437,0.2764210734546322,0.21927285023508455,0.7164033052334904,0.26311428220490146,-0.18806363221853897,0.1197157160232852,-0.08834884069545869,-0.0033878637212323456,0.6748779909398659
0.2502502502502503,0.24252415580149103,0.4407897213168033,0.6218050744620329,-0.07940170984831343,-0.006369999860648932,0.008750352926516694,-0.396547471736136,0.3461365052838658,0.8381682817471137,0.08525456129964654,0.44587331946966774,0.07913996795279865,-0.14464162832625213,-0.355021658880415,0.0600394258086726,-0.15476506694129077
0.2602602602602603,-0.42364500668737015,0.429257947486289,0.3335815177456529,0.024738856275380007,0.07426648734509911,-0.3188260820502004,-0.7825525620582338,-0.5542434736216438,0.1955221549837264,0.16314216142854376,-0.20642784952502777,-0.20384320866608238,0.20079908512853842,-0.18839709967091595,0.0759734216117961,0.8338224186352174
0.2702702702702703,0.5219861855730833,0.2485338607686057,0.6369437718032389,-0.14900927988485543,0.09778248065257439,0.13846806105691767,0.4286267677732342,1.2714041148253452,0.1726703112305915,0.21159131850757912,-0.26614226598142354,-0.37966705821603297,0.05154895669837802,0.010977669191580674,-0.10598993152956485,-0.2275457075613322
0.2802802802802803,0.3926930852824592,0.6789685235026737,0.2176296691317957,-0.12464911993763315,-0.07775864737001824,-0.04931079706108767,0.30516897233821916,0.3361296657606552,0.4049065996094284,0.7602346729378828,0.12742854139633486,0.013036699857437661,-0.010191054396373272,0.34576030798419966,0.1172455368116257,0.25769739935584346
0.2902902902902903,0.22904932742509135,0.3627574374457759,0.7733730567263675,-0.07099387337490244,-0.046952245469329065,0.06333825071854382,-0.659032198858453,0.5252258703552931,-0.015769161065885773,1.768917063663568,0.05956276343497883,-0.5877226663082786,0.28476564156193734,0.25243354200749146,0.027887159830851938,0.4419744216220399
0.3003003003003003,0.5450928984205332,0.4631374697579397,0.7202098796915266,0.19269398977701027,0.06139854413742039,-0.06123639027714649,-0.9119430246170664,0.6132856147936674,0.7018831261152649,0.310092080384892,-0.052271397604266495,0.7932604970800172,-0.05613756885586521,-0.1028258469289075,0.05824075661073791,0.7767985042706326
0.3103103103103103,-0.40920377477640285,0.5290240307761285,0.21868360717002877,0.0013755606559344082,-0.10868071689140196,-0.06683727767600245,-0.20154815212635976,0.41204708218037966,0.3052290645030045,-0.48861604088755245,-0.18886387838692373,-0.9038889715067003,0.11450506335345602,0.2274849582715265,0.005732193341389455,0.5895587906374755
0.3203203203203203,0.7963393098315715,0.3684373761100879,0.6797646623609376,-0.04076046885894317,-0.006556022323624774,-0.00831544988248729,0.0007626663546172023,0.5762164485413398,0.17925416436970673,0.37412630502475375,-0.14989679628435468,0.22595308733687464,0.3254355093764306,-0.36975241234692013,-0.0043002030295433745,0.5891080073698769
0.3303303303303303,-0.2216538570108849,0.5469428169928854,0.3376159569883814,-0.07705675669223133,-0.522216443433796,-0.03660460798764362,-0.33249249256566604,0.640913832765779,0.46577551277644325,-0.6744782563587732,-0.19213873410979992,0.1455504789013427,0.12923856412889514,-0.08962096162726993,-0.09378243318831209,1.2113989431261478
0.34034034034034033,-0.2796079421386957,0.5096472379635623,0.8430619879544408,-0.035303046944779516,0.033638802400135726,-0.043207672723857414,-0.07093502164549068,0.9315574295419207,0.3860839334547498,-0.5837181137481838,0.1447676036053545,0.8588785419095,0.2649477340768216,-0.13100554070255194,0.1079886943080687,0.19508031896310218
0.35035035035035034,0.4362592357957158,0.6076367817959504,0.5100171578014489,0.0133534080341503,-0.05715608771394313,-0.27700910894112407,0.13963654119580168,0.3669910686339749,0.5318228338682407,0.953708188713392,0.023735010758118714,0.47881286704324727,-0.10967326287764037,0.07870590103531888,-0.10462449967283301,0.45712122453521403
0.36036036036036034,-0.4873179259197605,0.27755646391512745,0.5646266835317522,0.011641228051506827,-0.16493313937047385,-0.2096904641675215,-0.41534468457595086,0.2837569333710164,0.4019506248554478,-0.931251798362557,0.06884175501558323,-0.07114960206403315,0.046272546763261486,0.0086988876521798,-0.06014075717158383,0.3307682866836385
0.37037037037037035,-0.7332794683404653,0.3942464127854708,0.21516399420212756,0.04135552688221331,-0.023824876423685803,0.04743345436145258,0.3530963445968447,0.9493812519244019,0.13723023427274403,-0.4525864677443448,0.13953348894242112,0.012782840958170283,0.0045909267204266874,0.33037795377889995,-0.16445635123516547,0.5046577831579142
0.38038038038038036,0.4230776001961664,0.2174404366598308,0.4942237010163955,-0.03385624868541962,-0.34639893413111783,-0.25855948613498464,-0.40169838085922643,0.6625968032713694,0.44925280927905065,0.6392259846841204,0.39389093543357134,-0.2994358554970064,0.012691151971612762,0.19859739910847676,-0.008756724877039499,0.5892414024049129
0.39039039039039036,-0.22895182084456073,0.3554808704415711,0.21722519029505458,0.1598334770517444,-0.17463180737447756,0.036783011830622304,0.32778343214350525,0.823598750365818,-0.11333000543606914,0.08195766143715044,0.18394603172253338,1.1979208991649903,-0.15235490983106822,-0.11217340588417965,0.060857405513816125,0.19743204321936614
